health,speed,damage,aggression,combo_multiplier,lifesteal_rate,accuracy,multishot_chance
156.21094363694118,4.6405340353774305,19.633292858508252,0.4225200935739087,1.4310812467933134,0.04864073401276704,0.7471997623143418,0.0
